username,tweet_text,Subjectivity,Polarity,Analysis
NzuchiTimesUSA,Pornhub traffic took a hit with Apple Watch Ultra reveal at iPhone 14 event ,0.0,0.0,Neutral
omgplzsummer,does the iphone 14 got built in facetune tho,0.0,0.0,Neutral
gd0tlane,"ya'll getting the iPhone 14 or r you keeping ya current model?

And if u are keeping ya phone, what model do you have?",0.4,0.0,Neutral
deniz_786,"Sub sy pehly Rashid Khan Iphone 14 pro max lay ga
Well paid India 👏🏻
AppleEvent 
AsiaCupT20  ViratKohli𓃵 
INDvsAFG",0.0,0.0,Neutral
callmegulabo,Iphone 14 k liyah bestie say deal hogai🤤🤣,0.0,0.0,Neutral
thedirtymurd,Preordering the iPhone 14 Pro Max tomorrow morning. Who else is with me? iPhone gang stand up.,0.0,0.0,Neutral
celestejasmine_,Who said the iPhone 14 is 1400 cuz that shit is 900,0.8,-0.2,Negative
bb_kinh, Abi na iPhone 14 you want,0.0,0.0,Neutral
iMore,"Apple's iPhone 14 Pro looks to bring the biggest improvements to the camera yet 
",0.0,0.0,Neutral
NewsJournalist3,"Apple event recap: See all released products – iPhone 14, Apple Watch 8, Apple Watch SE, more ",0.5,0.5,Positive
sarahgoesgrrr,mf removing the notch on iphone 14 so pissed i shdve waited longer😭,0.0,0.0,Neutral
News_trending_1,"Apple event recap: See all released products – iPhone 14, Apple Watch 8, Apple Watch SE, more ",0.5,0.5,Positive
rvp,"RaviVisvesvarayaSharadaPrasad   iPhone 14 Pro and 14 Pro Max Hands-On: 48MP Camera, A16 Chip and 'Dynamic Island'     - CNET",0.16666666666666666,0.0,Neutral
ArtronicsYT,"_ It is a Fucking $2,400 for an iPhone 14 pro max top model , in India",0.65,-0.04999999999999999,Negative
bernard_0908,I heard y’all are now buying iPhone 14 series and we gather dey shout sapa no be so o.,0.0,0.0,Neutral
Ola_ji_de,Sugar daddy and yahoo Boiz no fit use iPhone 14 collect una girlfriend cos E-data naim e dey use and Nigeria no get bio data system d phone no fit work for Nigeria,0.4,-0.2,Negative
King_Gibbs252,Just saw that iPhone 14 that mf so 🔥,0.0,0.0,Neutral
Th3SpencerV,If you think I’m insane enough to upgrade my 13 Pro Max to the new big daddy iPhone 14 Plus Ultra Max whatever just because it’s purple then you’re absolutely right ,0.5180519480519481,-0.1155844155844156,Negative
RMA_coldzzzy,I will do whatever it takes to buy iphone 14 if ronaldo scores a hattrick today,0.0,0.0,Neutral
iampenn237, That’s if your buying online from America to be shipped to Cameroon oh 😹 but if your buying from iPhone shop around you’ll spend lik 800k to 1m plus Esim installation cuz the new iPhone 14 doesn’t take SIM cards,0.45454545454545453,0.13636363636363635,Positive
iPhone14Pluss,@_iPhone14ProMax _14_Pro liking you’re own post don’t count,1.0,0.6,Positive
eIQSM,New stuff from lifehacker...Why the iPhone 14's eSIM Might Be a Problem for You ,0.45454545454545453,0.13636363636363635,Positive
feedpushr,"Apple iPhone 14, Watch Ultra, New AirPods Pro Hands-On: All You Need For Modern Life
",0.37727272727272726,0.16818181818181818,Positive
ronylinronroe,september is crazy yesterday was queen elizabeth I birthday and iphone 14 was announced now the queen is dead and it’s been raining all day,0.65,-0.4,Negative
1nterestingTech,"Headline: ""Apple unveils iPhone 14 with satellite SOS, Ultra Watch for outdoors - Arab News""
Via 
SDGs
technews
UNSDGs",0.0,0.0,Neutral
EricFitteDuval,AT&amp;T will require iPhone 14 for its best 5G service despite prior pledge ,0.15,0.5,Positive
rjonesy,"Hi Travel Press, 

Made a composite image from  for you. It shows exactly why iPhone 14 Pro is huge for travelers. ",0.575,0.32500000000000007,Positive
Deangelodeshon,I think every truck driver should get an iPhone 14 just because it’s satellite call thing because some of these roads out here it get mainy,0.0,0.0,Neutral
Southerngirl283,Compared: iPhone 14 Pro models vs. iPhone 13 Pro models on  ,0.0,0.0,Neutral
G_I_E__,Mfs dead don’t be answer my calls it’s cool watch when I get that iPhone 14 next week number changing fresh start new beginnings I’m not playing I met that shit last time I tweeted it.,0.41017316017316025,0.055194805194805185,Positive
davidsteele,I wonder how long it will be before US homeland security and law enforcement compels Apple to pinpoint suspects outside of cellular tower range with iPhone 14+ satellite connectivity.,0.225,-0.025,Negative
missa_christina,queen Elizabeth would have loved the iPhone 14,0.8,0.7,Positive
dollar100man,iphone 13 vs iphone 14 ,0.0,0.0,Neutral
_lesleyyx,"if the iPhone 14 cost $1,500 it better autocorrect his lies to the truth",0.5,0.5,Positive
shubhambagde00,"Top Tech News – September 8: Apple iPhone 14 Series Is Here, UP College Data Hacked And More ",0.5,0.5,Positive
erfon,"CultCast is LIVE talking iPhone 14 Pro, Apple Watch ULTRA, AirPods Pro 2 and EVERYTHING else!

",0.5,0.17045454545454544,Positive
BukkyWayne,If you already have an iPhone 13 or even 12 please do not waste your money on the iPhone 14,0.0,0.1,Positive
Relax_Jax,Iphone 14 looks good but it looks as good as my 13 Pro Max haha. I think I'll still with my current phone for know.,0.4750000000000001,0.39999999999999997,Positive
bhansmeyer,"Planning on ordering a Deep Purple iPhone 14 Pro, but gosh I wish Apple would commit to a color the way they committed to Dynamic Island (aka Severed Notch). Like, make it PURPLE. Not Sorta Purple, not Only Purple Under 2700K Incandescent Light On a Tuesday at 8:30. PURPLE. 🟣",0.5666666666666667,0.1,Positive
Snapzu_News,"There's a new hidden cost on top of the $799 price tag for the iPhone 14, at least for those who want to travel around the world. While going over all the new features in the iPhone 14 lineup on Wednesday, Apple snuck in a little detail that was easy to … ",0.49653679653679655,0.07884199134199135,Positive
Kopa_King26,"if the iPhone 14 cost $1,500 mf it better autocorrect her lies to the truth",0.5,0.5,Positive
SamtimeNews,iPHONE 14 PRO PARODY - “The A-Hole”  ,0.0,0.0,Neutral
9to5mac,AT&amp;T will require iPhone 14 for its best 5G service despite prior pledge  by ,0.15,0.5,Positive
Connexinet,How the iPhone 14 compares to the best Android phones of 2022  google,0.3,1.0,Positive
freak4pc,"After yesterday's AppleEvent, here's my take of iPhone 14's DynamicIsland, entirely built in SwiftUI

SwiftUI SwiftUI iOS iOSDEV ",0.625,0.0,Neutral
wakapass_98,Queen Elizabeth didn’t get to use the iPhone 14 🥺,0.0,0.0,Neutral
harmlesskarl,"  Wow, she is beatiful!
David, I have tried to contact you about the iPhone 14, do you mind checking your email, pls?",1.0,0.125,Positive
tinomurdoch_,iPhone 14 pro max looking at 13 pro max like 2021,0.0,0.0,Neutral
TheronC,Apparently I’ve won an iPhone 14. All I have to do is click the link in the email…,0.35,0.05,Positive
CryptoZachLA,"Not giving anything back to the market. I’ve made really good profits and putting it to good use.

Secured down payment on a new car ✅
Secured iPhone 14 Pro Max pre-order ✅
Buying myself new clothes ✅
Paying off Credit Card debt ✅
Setting aside money for my bday next month ✅",0.3425685425685426,0.2167388167388167,Positive
ThatgirlChelley,I think I want the iPhone 14 I think idk yet,0.0,0.0,Neutral
Jayvenei,"iPhone 14 came out, Queen Elizabeth died, Trisha Payless giving birth, most importantly the iPhone 14 came out, so many things",0.6666666666666666,0.4666666666666666,Positive
hotnewsupdatess,"Know all about iPhone 14, from specifications to price ",0.0,0.0,Neutral
gezgintrk,The best Apple iPhone 14 cases and covers  ,0.3,1.0,Positive
BabaTapiwah,IPhone users after the launch of IPhone 14🤣😂😅🤣😂😅 ,0.0,0.0,Neutral
shatz175,She was just waiting for the iPhone 14 to launch yesterday.,0.0,0.0,Neutral
AppleVisXL,New reply to “Startup sound now available in iOS 16 on iPhone 14 Pro” (Forum Topic) ,0.41818181818181815,0.31212121212121213,Positive
AppleVisXL,"New reply to “Apple's Far Out Event: iPhone 14, new AirPods, new Apple Watches” (Blog Post) ",0.5909090909090909,0.12727272727272726,Positive
nomadgoods,"For all the folio lovers out there... 

We’ve updated our iPhone 14 Leather Folio to include an optional magnetic clasp for a little extra security. 

Not a fan of it? No problem, easily remove it for a more modern look. 

 ",0.44666666666666666,0.18916666666666665,Positive
ANDY_OF_DELTA,"Iphone 14 pro max 1.8 million 

Nothing do my infinix note 10",0.0,0.0,Neutral
techarena24blog,"Physically, there is very little change between the iPhone 14 Pro Max and 13 Pro Max. So, we took a closer look at the specs to find out how much of an upgrade the 14 Pro Max is.



iPhone14ProMax Apple NewsZERO news USA Europe iPhone13ProMax",0.33095238095238094,-0.014583333333333337,Negative
iTechNewzz,"Here's When You Can Pre-Order the iPhone 14, iPhone 14 Pro, and AirPods Pro 2 in Every Time Zone ",0.0,0.0,Neutral
rtehrani,Why Apple Users Aren't Happy About iPhone 14's eSIM - SlashGear  ,1.0,0.8,Positive
Badstuber_I,"Missed out on watching Ronaldo play in the Europa league 
Didn’t get to use the iPhone 14 series
72 years of the Queen reign ended
Adieu mama 💤 😇 ",0.0,0.0,Neutral
Pocketnow,Dynamic Island on iPhone 14 Pro improves my favorite iOS feature ,0.5833333333333334,0.25,Positive
_khanyolwethu,The iPhone 14 can connect to satellite orbiting 😭.. can they include that in the next iOS update or???,0.0,0.0,Neutral
JamesLetsPlayYT,please tell me.. who litterly who asked for a purple iphone 14 who its the worst color apple made the colors this year suck ,1.0,-1.0,Negative
TMobileHelp," Great question, Tommy! The new iPhone 14 lineup will be available for pre-order starting at 5:00 a.m. PT September 9, 2022 and for purchase beginning September 16, 2022. ^TGCain ",0.42613636363636365,0.38409090909090904,Positive
sumedhathawale0,What Is the Dynamic Island on the iPhone 14 Pro? ,0.16666666666666666,0.0,Neutral
DenizKahramn,"iPhone 14 Pro AppleEvent 
🇯🇵 JP 18.950 TRY
🇹🇷 TR 39.999 TRY",0.0,0.0,Neutral
FerrerMafehn,✌ Apple Event highlights new iOS 16 features ? how they make iPhone 14 better tech ITRTG ➦  ,0.4772727272727273,0.3181818181818182,Positive
HowToTechNaija,Apple Announces iPhone 14 and iPhone 14 Plus with Upgraded Cameras and Emergency Satellite SOS ,0.0,0.0,Neutral
JuniorCartxer,"Eve Jobs is not here for the iPhone 14, apple clearly need to do better.",0.44166666666666665,0.3,Positive
nataliebarletta,I only have a few more payments left but I’m definitely getting the iPhone 14 mainly bc there’s a purple one.,0.4055555555555556,0.07777777777777778,Positive
Mbarn_PrimeAtt,Introducing the all-new iPhone 14 and iPhone 14 Plus. Schedule a one-on-one appointment to pre-order yours on September 9th at  iPhone14 Apple ATT ,0.0,0.0,Neutral
DannyMinick,"I mean, she isn’t wrong. 😂 The iPhone 14 is nice, but I cannot justify upgrading from my 13 Pro Max all because the notch is now a dynamic pill. Cameras are also bumped, but still. It would be a waste of money. Now if I were coming from the X, then yes absolutely.",0.6090277777777777,-0.03541666666666667,Negative
mikedoise,Liked on YouTube: iPhone 14/Pro Impressions: Welcome to Dynamic Island! ,0.6222222222222223,0.4666666666666666,Positive
ObinnaGabriel15,"Now iPhone 14 is out, which iPhone price is now 20k?",0.0,0.0,Neutral
sladeking_,Snapchat wan buy iPhone 14 too ,0.15000000000000002,-0.2,Negative
CrunchKloud,"Apple unveiled four new iPhone 14 models, three smartwatches, and the updated AirPods Pro 2 during its annual launch event on Wednesday

",0.45454545454545453,0.13636363636363635,Positive
respect_studio,"NEW iPhone 14 Pro!
What do you think about this new product?
ours is negative ",0.43636363636363634,0.0022727272727272596,Positive
ezefidelity911,"✨What Is Emergency SOS via Satellite on iPhone 14 and How Does It Work

🔭 -",0.0,0.0,Neutral
Simon818,"If you don't like big phones but you want a new iPhone this year, the 13 mini is down to $600 and has roughly the same chip as the 14. Consider whether having the latest and greatest phone is worth paying $200 more and putting up with a large screen.",0.4297005772005772,0.23950937950937953,Positive
RobinatRibit,"After Apple's iPhone 14 launch event, a few things to consider  ",0.1,-0.2,Negative
Fordtj07, when will your app be ready for the iPhone 14 pro max pre order?,0.5,0.2,Positive
thefamousisaacs,She even almost saw iPhone 14 pro max,0.0,0.0,Neutral
Namiruko_,iPhone 14 kills Elisabeth Queen,0.0,0.0,Neutral
RJResearch,"Ric Prentiss published, ""Satellite|Apple iPhone 14 Latest Smartphone Wanting to Send an S.O.S. to The World"" with the $AAPL announcement of SOS connectivity via satellite with Globalstar with implications for other providers such as $IRDM.",0.5916666666666667,0.125,Positive
AlexStrayCat_,Steve Job's daughter slams new iPhone 14 and says its 'same as old version' ,0.25984848484848483,0.07878787878787878,Positive
Pun_1t,"_For_Life I was talking about the newly trending iPhone 14...
🤔",0.45454545454545453,0.13636363636363635,Positive
auiroras,nah i love my green phone but the iphone 14 kinda sexy,0.6333333333333333,0.26666666666666666,Positive
ThisIsJay216,Nah that deep purple iPhone 14 pro max is copped… 😮‍💨😮‍💨😮‍💨,0.4,0.0,Neutral
EyePeaTV,"Why the iPhone 14's eSIM Might Be a Problem for You - 8 September 2022.
Read More: ",0.5,0.5,Positive
ICE_unBEARable,Yaayyyy! iPhone 14 is here and now I can finally buy iPhone 8 💸,1.0,0.0,Neutral
XaqueTronix,_mel  cuz like he got a new iphone? ONE DAY before the iphone 14 comes out???,0.45454545454545453,0.13636363636363635,Positive
MatthewVlossak,I’m gonna blow so much money tomorrow on the new iPhone 14 Pro 😭,0.32727272727272727,0.16818181818181818,Positive
MarksTechSpace,"So I’m still fighting with myself, and struggling with, do I pre-order the iPhone 14 Pro tomorrow or do I not.
Yes, that’s my decision struggle for today. 🤷🏻‍♂️ 

I know what common-sense tells me:
NO! your 13 Pro is still new. Keep the damn thing for another year at least.",0.42727272727272725,-0.08181818181818182,Negative
Chris_Really_,Can’t wait for the iPhone 14 MAX PRO… 😍🤤🤤,0.0,0.0,Neutral
GabbiPrather,The fact that Queen wouldn’t be able to get the purple iPhone 14 Pro Max 🤡,0.625,0.5,Positive
ElvisMercedes5,If say type C dey this iphone 14 i for buy am the wait continues ,0.0,0.0,Neutral
TechNewsTube,"iPhone 14 Pro Tidbits: New White Box, Brighter True Tone Flash, No mmWave Expansion, and More  ",0.4011363636363636,0.24659090909090908,Positive
goldenboyb_,gotta find a way to get this man the iPhone 14 by tmr,0.0,0.0,Neutral
TechNewsTube,Get Ready for iPhone 14 Pre-Orders With This List of the Best Carrier Deals  ,0.4,0.6,Positive
Neo_NETRUNNER,Dynamic island for iPhone 14 pro looks is inspired by the spaces on twitter. Yep ! I said it. Lol ,0.4333333333333333,0.4,Positive
MacHashNews,"iPhone 14 Pro Tidbits: New White Box, Brighter True Tone Flash, No mmWave Expansion, and More  $AAPL ",0.4011363636363636,0.24659090909090908,Positive
MacMike1000,Elon Musk teases ‘promising’ talks with Apple for iPhone 14 satellite tech and Starlink. ,0.5,0.2,Positive
TheGalox_,"Looks like there's some confusion about the Autofocus on the iPhone 14 selfie camera

This is NOT the first time a selfie camera has had Autofocus, Galaxy phones have had this for years alongside other phones ",0.35416666666666663,0.0625,Positive
OD18,My battery life tells me I need the iPhone 14 😵‍💫😵‍💫,0.0,0.0,Neutral
turky1212abo, iphone 14,0.0,0.0,Neutral
extravagantGEEK,I thought I would be okay just upgrading to the iPhone 14 because I’ve been rocking the iPhone 11 just fine but yeah… I’m just gonna cough up the extra money for the 14 Pro in Deep Purple.,0.375,0.22916666666666669,Positive
MacMike1000,How could iPhone 14 Pro’s ‘Dynamic Island’ work on iPad? ,0.16666666666666666,0.0,Neutral
phonemasterM,She didn’t wana miss the IPhone 14 launch,0.0,0.0,Neutral
norjsaberrmt,Iphone 14 is out with an eSim????,0.0,0.0,Neutral
dbjim21,iPhone 14 and 14 Pro gain satellite SOS for off-grid emergencies ,0.0,0.0,Neutral
effjayyass_, Ok now send iphone 14,0.5,0.5,Positive
CaroIGraham,"Apple lovers in some Asian countries to pay more for iPhone 14

Can it influence stockmarket?",0.25,0.25,Positive
nojuan_,the best thing probably about the new iphone 14 pro &amp; pro max is the very intuitive &amp; functional dynamic island,0.3053030303030303,0.33409090909090905,Positive
Noted_Thanks_,"  Right? Apple announces a new partnership with GSAT at their iPhone 14 launch, paying 95% of the costs, and it tanks, breaks a 3-month uptrend. Makes sense.",0.4951298701298701,0.21103896103896103,Positive
SpeaksShola,Just about every iPhone 14 Pro Max new feature has been on Samsung phones for like 5 years. But Apple fans won't let us hear word now 🙄.,0.45454545454545453,0.13636363636363635,Positive
COyeymi,I would just wait for iPhone 15. I no like the way dem do this 14 Jae 😒,0.0,0.0,Neutral
macLifestyle,"Here’s When You Can Pre-Order the iPhone 14, iPhone 14 Pro, and AirPods Pro 2 in Every Time Zone - MacRumors ",0.0,0.0,Neutral
SpacBobby,$AAPL shares down today after the iPhone 14 reveal as folks realize only hikers like me will benefit from the satellite capabilites 🙌 ,0.6444444444444445,-0.07777777777777779,Negative
chadlucemaine, Or you could just give away a iPhone 13 and pretend it's a 14.,0.0,0.0,Neutral
YasinduThilanka,TenorshareIphone14 TenorshareGiveaway iPhone14Giveaway Join and share the event to win a free iPhone 14. _Inc ,0.6000000000000001,0.6000000000000001,Positive
AssetsFin,"ElonMusk said on Thursday that his company Spacex had promised to MeetAppleInc on Thursday over using Starlink 's satellite services to underpin the new emergency Sos feature of the iPhone 14's new emergencyOS feature. 
 ",0.45454545454545453,0.13636363636363635,Positive
CarrefourSaudi,"Coming Soon..📢
iPhone 14 &amp; 14 Pro AND the apple watch 8 
WILL BE AVAILABLE at Carrefour_Saudi...🤩💙
Get it for yourself or as a gift to a dear friend! 🎁
MoreForYou GreatMoments

 ",0.4,0.5,Positive
dmwnews,Apple’s iPhone 14 Event: Everything Announced  ,0.0,0.0,Neutral
KaineRobzee,I have jus ordered the ka iPhone 14 pro here online 🙄,0.0,0.0,Neutral
b3naqua,"New video:

iPhone 14 Pro &amp; Pro Max vs iPhone 13 Pro - should you upgrade? 🤔

Watch in HDR: 

iPhone14Pro iPhone14ProMax iPhone13Pro APPLEEVENT ",0.45454545454545453,0.13636363636363635,Positive
beachy_smiles,the iphone 14 pro max looks sexy AppleEvent2022,1.0,0.5,Positive
Anthon4Anthony, Apple abeg I want to buy iPhone 14 plus uk used,0.0,0.0,Neutral
ld_vova,"This is all-new iPhone 14 Pro in Deep Purple finish

Render by _vova
Instagram - 
&amp; Like please!

Apple iPhone14 iPhone14Pro iPhone14ProMax appleevent ",0.4,0.0,Neutral
maxiebae98,"""looking at the price of iPhone 14, siri better be a virgin with a fat ass.""💀",0.5,0.5,Positive
iOS_iPadOS_Tech,iPhone 14 has been announced so now waiting for iPad and MacBook and/or iMac 🕓,0.0,0.0,Neutral
BrandieBoaz,"Only at TMobile, get iPhone 14 Pro On Us with trade‑in plus Apple TV+ included and over $225 in free perks for families every month…all on T‑Mobile's most popular plan, Magenta MAX 

Apple | TMOPartnerProgram | TMobileForBusiness ",0.7999999999999999,0.375,Positive
ShortySaidShe,"nah my phone been tweaking and I go to look at new phones and Issa iPhone 14 now , setup !",0.45454545454545453,0.17045454545454544,Positive
Dewey2000,Steve Jobs’ daughter aims a not-too-subtle dig at Apple’s new iPhone 14 ,0.45454545454545453,0.13636363636363635,Positive
limbaism,She died without even touching iphone 14 pro max. Shem Lizzy.💔QueenElizabeth,0.5,0.5,Positive
MichaelMuto3," Tech Twitter was covered by Iphone 14 tweets since yesterday and the hype was too high and the fight between fanboys
Android and ios, it was unbearable

We can rest now",0.5399999999999999,0.16,Positive
The_RadMan,When I traded my iPhone 11 Pro Max  gave me $700….. Divided by 30 freaking months to get iPhone 12 Pro Max.   What a scam!   Got about $210 left credit the next 9 months.  If I upgrade to iPhone 14 pro max I will lose that credit &amp; trade in will be divided 36 months!  Scam!,0.0,0.0,Neutral
mohamed_dekz,"_01 _Shaaban Apples never-ending string of “best iPhones ever” when every iphone release is more or less the same! 
Iphone 14 is just a small bug fix version of the previous one.",0.25972222222222224,0.15277777777777776,Positive
thatcuteababio,Ladies do you know why God bless you with your private part . Then u need this Advice Liverpool Kudus Mohammed iphone 14 Mane Kim k ,0.375,0.0,Neutral
vaeriencia,"i want a new phone so bad, did y'all see the new iphone 14? Omg idk i just loved the new design",0.5660606060606062,0.08181818181818183,Positive
Dr_Violence_,Imali ye iphone 14 ngilayo kodwai jst hate it wen my frends ask for their pics from my phone so i wont buy it ,0.9,-0.8,Negative
Noted_Thanks_,"$GSAT getting bid dumped 🚨 Apple announced their partnership just yesterday at the iPhone 14 launch, and covering 95% of the cost. ",0.0,0.0,Neutral
theJBECK,Are you upgrading to iPhone 14?,0.0,0.0,Neutral
superman_79,Does iphone 14 pro series support reverse wireless charging ?    iPhone14Pro wirelesscharging  ,0.0,0.0,Neutral
JiNNiE_3,So we'll always remember the Apple iPhone 14 event with same week as the death of the Queen Elizabeth II.,0.125,0.0,Neutral
Complex,Steve Jobs’ daughter had some thoughts about the new iPhone 14. ,0.45454545454545453,0.13636363636363635,Positive
maxreportshaiti,"Introduction iPhone 14 pro Max 
 ",0.0,0.0,Neutral
SlimothyTV,Internet Reacts to iPhone 14 Pro's Dynamic Island: 'One of Apple's Best Designs' ,0.23333333333333334,0.5,Positive
itsreallynich,Ol Liz the second just couldn’t handle the shock iPhone 14 updates huh,0.0,0.0,Neutral
AchieverCare,"In coming iPhone 14 soon. 
I don’t have any problem with the upgrade, na Naija girls go suffer am..😂😂😂..
Bros, u see that ur girlfriend so, she too go collect woto woto for this incoming IPhone 14 😂😂😂",0.0,0.0,Neutral
CrenshawBlvdd,The iphone 14 is a mortgage payment my boy… im ok,0.5,0.5,Positive
ysh45383634,"Big trap😂

Buy iphone 14 for your girlfriend and she no go leave you for life even in heaven sef😂 ",0.1,0.0,Neutral
ccgonzalez82,  _ The millions of people who will buy the iPhone 14 models…,0.0,0.0,Neutral
henny_poker,"Nobody: 

Any ads on Snapchat: 📱 

Shey na by force to buy iPhone 14 series??
AppleEvent2022 ",0.0,0.0,Neutral
handy17,"Man, the Queen really didn’t like the new iPhone 14",0.32727272727272727,0.16818181818181818,Positive
Karim32735232,Steve Jobs’ Daughter Shares Then Deletes Meme Mocking iPhone 14’s Modest Upgrades ,0.9,0.1,Positive
Abduls_2,"Looking at the price of iPhone 14, siri better be a virgin with a fat ass.",0.5,0.5,Positive
greatdemmy,iPhone 14 is exactly the kind of device I’ve waited for from apple! That motherfvcker is too sleek,0.575,0.5,Positive
skp4547,"iPhone prices in BNB at their launch:

iPhone 8:        1,186 bnb 
iPhone 10:      682 bnb 
iPhone 11:       35 bnb  
iPhone 12:      26 bnb 
iPhone 13:      1.85 bnb 
iPhone 14:      2.6 bnb 

_binance  ",0.0,0.0,Neutral
wdninja,  The only difference between the iPhone 14 Pro and 14 Pro Max is the screen size and battery life. They use the same camera system.,0.5625,0.0,Neutral
9xMartin,"Iphone 14 disappointed her, RIP",0.75,-0.75,Negative
tradingApe47,"iPhone prices in BNB at their launch:

iPhone 8:        1,186 bnb 
iPhone 10:      682 bnb 
iPhone 11:       35 bnb  
iPhone 12:      26 bnb 
iPhone 13:      1.85 bnb 
iPhone 14:      2.6 bnb 

  _binance",0.0,0.0,Neutral
minofxx,"_16  I go with IPhones cause of the camera quality, the design and just a better understanding overall then any other phones. Also no Samsung would beat the iPhone 14 camera quality",0.2916666666666667,0.125,Positive
Aahmad89,"• iPhone 14 - iPhone 14 Plus Wallpapers for IPhone 13 Pro Max 

By  

iPhone13ProMax Apple AppleEvent  wallpaper ",0.0,0.0,Neutral
MwarimuUshoboy,Let me Keep This Money 💸 I know all  Slayqueen Will Ask me To Buy iphone 14 for Them👍🏾😂 ,0.0,0.0,Neutral
kateneuropsych,"Women's soccer team now paid the same amount as Men's soccer team, No more Snow days for NYC PubEd, Obama’s Weird White House Portrait Unveiled &amp; Apple Announces iPhone 14 ...  via ",0.40625,-0.1875,Negative
ShreeRam0734,"iPhone 12, 13 and 14 is updated version of agarwal, aggrawal and agrawal.",0.0,0.0,Neutral
thatcuteababio,Guys what should i do to this Agyapong guy.he makes me talk too much   Kudus Mohammed Mane Kim K Liverpool Iphone 14 ,0.2,0.2,Positive
Aahmad89,"• iPhone 14 Pro - iPhone 14 Pro Max Wallpapers for IPhone 13 Pro Max 

By  

iPhone13ProMax Apple AppleEvent  wallpaper ",0.0,0.0,Neutral
DKwayu0627,    Let's just say iPhone 14 Musk 🍉 😁👏👏 ,0.0,0.0,Neutral
warith_khumalo, hello. When can i preorder the iphone 14?,0.0,0.0,Neutral
ItsMose,"iPhone 14 is out

Android users meanwhile 🤣.... ",0.0,0.0,Neutral
LuisA_Santos01, I think Steve would’ve hated the iPhone 14 series,0.7,-0.9,Negative
LucasSo12092014,iPhone 14 top,0.5,0.5,Positive
Olajuwo80755574,So queen Elizabeth no go use the iPhone 14 series damm 😂💔,0.0,0.0,Neutral
appleinsider,"The Emergency SOS via Satellite feature found in the new iPhone 14 models don't use Starlink, but Elon Musk said that he's spoken to Apple about it.

iPhone14  ",0.45454545454545453,0.13636363636363635,Positive
Lekzy_r,"“Pussy go cry, Iphone 14 don come out” lmaoo 🤡 .. these babes be making legit money, get money pass many of us, noticed I used “us”.. yes I join😪.. that joke is old, make una de try rest abeg",0.35,0.3,Positive
johny_theblessd,How much is iPhone 14??,0.2,0.2,Positive
dorobam2,"How much is iPhone 14, I too like that boy .",0.2,0.2,Positive
markgurman,The iPhone 14 Pro box leak from a few weeks ago turned out to be true ,0.375,0.07499999999999998,Positive
Iamcassanova16,  She doesn’t want the iPhone 14 again?,0.0,0.0,Neutral
BrandonJ_C,_sattar iPhone 14 to come out with Hey Lizzie,0.0,0.0,Neutral
LEBO_moko1,"HM The Queen was waiting for the new IPhone 14 launch 

Queen Elizabeth II QueenElizabeth",0.45454545454545453,0.13636363636363635,Positive
caputo,"NEW VIDEO TIME - R/T!

I'm covering all the iPhone 14 announcements, including the ONE feature that blew my mind! This is your one-stop shop for all the necessary information from the release date to the new features. 

 ",0.6363636363636364,0.11647727272727271,Positive
CrownFortunes,"Apple's new ""affordable"" iPhone 14 series with prices beginning at $799 is available alongside the more expensive ones.
iphone14 iphone14promax 
",0.5136363636363637,0.1340909090909091,Positive
modrenews,Apple’s iPhone 14 Emergency SOS Satellite Feature Is a Game-Changer for Safety ,0.0,0.0,Neutral
diosaa_s,"Apple smart asf, they discontinued the iPhone 13 pro and pro max just so people can buy the new iPhone 14 🙄🙄 ",0.5487012987012987,0.17532467532467533,Positive
iAm2PhrozEn,"Okay this weekend shall be a good one. 

-Football back
-iPhone 14 dropping
-NBA 2K23 here",0.3666666666666667,0.39999999999999997,Positive
TheRealDehQuane,14 pro max iphone coming out I might cop mine since I got good credit and the money and I’m not broke lol,0.65,0.75,Positive
aj_jall23,iPhone 14 really did a thing on the queen! QueenElizabeth  Apple,0.2,0.25,Positive
DgxSecurity,"Only at TMobile, get iPhone 14 Pro On Us with trade‑in plus Apple TV+ included and over $225 in free perks for families every month…all on T‑Mobile's most popular plan, Magenta MAX 

Apple | TMOPartnerProgram | TMobileForBusiness ",0.7999999999999999,0.375,Positive
GhmilesHT,"Iphone 14 Don Come,🥱🥱🥱🥱🥱🤔..
Our Ladies Die Finish..
Job Come Give The Sugar Daddies Then The Game Boys,awwwwww🥱",0.4,-0.4,Negative
WorldAffair3,"Perspective | iPhone 14 hands on: Apple leans into safety, and fear ",0.0,0.0,Neutral
adam_kawina,_mwansa Using the latest iPhone 14 pro 😭😂😂😂,0.9,0.5,Positive
ppgosavi,"RIP Queen Elizabeth. As a beneficiary of the education and transportation system the monarchy built in India, thank you.

Being part of the last 96 years when the world has transformed the most was an amazing time to have lived.

Since Iphone 14 is exactl…",0.48888888888888893,0.3666666666666667,Positive
chocodilish,iPhone 14 dun come out for Jumia. Hot sales 😂😂😂,0.8500000000000001,0.25,Positive
sir_zeeep,Iphone 14 will make so many girls hookup fee hike 😂,0.5,0.5,Positive
lizlanethebrand,Is autocorrect going to being best out ass on the iPhone 14 too? Cuz wtf,0.65,0.25,Positive
walusimbisaddam," Old model, buy cover for iPhone 14",0.2,0.1,Positive
BigSeanDon__,I ji can’t wait to get the iPhone 14 probably the pro,0.0,0.0,Neutral
